phrase,count,sample_file,sample_key,sample_translation,sample_source
cooldown sinh,41,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8180_MonsterTips,Cooldown sinh: 10 giây (Solo & Co-op),Revival Time: 10s (Solo & Co-op)
khi resonance skill,41,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1083_Content,"Nhận ""Annoyance"" khi Resonance Skill trúng mục tiêu.","Gain ""Annoyance"" when Resonance Skill hits a target."
exit,40,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0002.json,PrefabTextItem_2144008227_Text,Exit,Exit
resonance liberation dmg,40,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8154_MonsterTips,"Rapido Alloy:
Tốc độ phục hồi <color=highlight>Concerto Energy</color> của Resonators được tăng lên. Sau khi Resonators sử dụng Intro Skill, <color=highlight>Resonance Energy</color> sẽ được phục hồi đầy đủ và <color=highlight>Resonance Liberation DMG</color> sẽ tăng thêm 225%.","Rapido Alloy:
Resonators' <color=highlight>Concert Energy</color> regeneration rate is increased. After Resonators cast Intro Skills, <color=highlight>Resonance Energy</color> will be fully restored and <color=highlight>Resonance Liberation DMG</color> will be increased by 225%."
food,40,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_336_Content,Food có thể cung cấp nhiều loại buff cho Resonators,Food can provide various buffs for Resonators
challenge failed,40,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0001.json,LevelPlay_221700000_ChallengeFailMainText_221_1,Challenge failed,Challenge failed
cho heavy attack,39,mistral_translate_work\split_by_prompt\json\skill_description\lang_guide_new\lang_guide_new__skill_description__part_0001.json,26,"Giữ [Normal Attack] để tích lực cho Heavy Attack.
Sau khi thu thập đủ 3 Luồng Gió Xé, Heavy Attack của Yangyang sẽ hất tung mục tiêu lên không.","Hold [Normal Attack] to charge for Heavy Attack.
After getting all 3 Cleaving Winds. Yangyang's Heavy Attack will raise target into air."
objective complete,39,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0006.json,LevelPlay_200750010_ReachChallengeMainText_34_8,Objective Complete,Objective Complete
what burns beneath,38,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,HelpText_429_Content,"Về hệ thống
Hệ thống Synchrolink hiện đã trực tuyến trong buồng mô phỏng Exostrider.
Buồng lái được tích hợp các neuron của Exostrider, được thiết kế để huấn luyện các Đồng Bộ Giả trong trạng thái Resonance Tăng Cường với Exostrider.
Trong quá trình này, Đồng Bộ Giả có thể đo lường và ghi lại mức độ căng thẳng cộng hưởng để đánh giá khả năng thích ứng và ngưỡng tải thần kinh.
Hoàn thành các mục tiêu huấn luyện để nhận Synchro Coin do Bộ phận cấp, có thể đổi lấy nhiều vật phẩm hiếm và phần thưởng giá trị.

Điều kiện tham gia
Đạt Cấp Liên Minh 27 và kích hoạt Resonance Nexus của Startorch Academy trong Nhiệm vụ Main ""What Burns Beneath Frostlan","[About]
The Synchrolink System is now online in the Exostrider simulator cockpit.
The cockpit is embedded with the Exostrider's neurons, designed for training Synchronists in Augmented Resonance with the Exostrider. 
During this process, Synchronists can measure and record their resonance stress to assess adaptation levels and neural-load threshold"
dreamscape energy,38,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Werouge_BuffDesc_2101,"Resonators Hỗ Trợ Giấc Mơ Hiện Tại: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Hãy sử dụng ít nhất một Resonators Hỗ Trợ Giấc Mơ để <color=#ffd12f>gain a 150% Point Bonus!</color>

Hiệu ứng Hỗ Trợ Giấc Mơ Hiện Tại:
- Tất cả Resonators trong đội <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Đánh trúng mục tiêu bằng Basic Attack sẽ nhận được 20 Năng Lượng Giấc Mơ. Hiệu ứng này có thể kích hoạt mỗi giây một lần. <color=#ffd12f>Casting Resonance Skill grants 50 Dreamscape Energy, and healing a Resonator with Resonance Skill grants another 50 Dreamscape Energy. This effect can be triggered once every 10s. Damaging a tar","Current Dreamscape Aid Resonators: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Use at least one Dreamscape Aid Resonator to <color=#ffd12f>gain a 150% Point Bonus!</color>

Current Dreamscape Aid Effects:
- All Resonators in the team <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Hitting a target with Basic Attack grants 2"
module,36,mistral_translate_work\split_by_prompt\json\ui\lang_function\lang_function__ui__part_0001.json,8,"Resonance Terminal đã được lắp đặt module của Tacet Discord, Mutant Organism và Tacet Fields. Sử dụng chúng sẽ giúp bạn nhanh chóng xác định vị trí của chúng trong hoang dã.","Resonance Terminal was installed with module of Tacet Discords, Mutant Organism and Tacet Fields. Using them will allow you to locate them quickly in the wilds."
beyond the waves,36,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0006.json,BattlePassTask_403_TaskName,Nhận tất cả phần thưởng trong chu kỳ hiện tại của Beyond the Waves.,Claim all rewards in the current cycle of Beyond the Waves.
healing complete,36,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_316700000_GeneralFloatingTipMainText_316_14,Healing complete,Healing complete
rank,35,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_1505_MapName,test Crownless 副本2 Rank,test Crownless 副本2 Rank
khi basic attack,35,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1053_Content,"Khi Basic Attack trúng mục tiêu, nhận 1 ""Concentration"".","When Basic Attack hits a target, gain 1 ""Concentration""."
energy matrix,35,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0021.json,GuideFocusNew_21268_Content,"Ngăn kẻ địch tiếp cận Energy Matrix. Nếu Độ Bền giảm về 0, thử thách sẽ thất bại.","Stop enemies from reaching the Energy Matrix. If its Durability drops to 0, the challenge will fail."
end,34,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0003.json,PrefabTextItem_1599923790_Text,End,End
clear,33,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0001.json,PrefabTextItem_682210674_Text,Clear Hồ Sơ,Clear Record
time,33,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8703_MapName,Once Upon a Time Ở Rinascita,Once Upon a Time in Rinascita
companion story,33,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0019.json,Quest_880700008_GeneralFloatingTipMainText_880_1,"Mở sau khi hoàn thành Companion Story ""True Color Sự""","Available after completing Companion Story ""True Colors""."
level,32,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0002.json,PrefabTextItem_355180868_Text,Level {3},Level {3}
adventures in the,32,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0015.json,Quest_222900003_QuestDesc_222_2,Adventures in the Water City - Aria Mummer,Adventures in the Water City-Aria Mummer
warning,31,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0002.json,PrefabTextItem_378880930_Text,Warning,Warning
khi concerto energy,31,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_20025_Content,"Khi Concerto Energy đầy, bạn có thể triệu hồi Đồng Hành Hỗ Trợ","When Concerto Energy is full, you can summon the Aiding Companion"
photosynthesis energy,31,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1055_Content,"Nhận 1 tầng ""Photosynthesis Energy"" khi đánh trúng mục tiêu bằng Basic Attack V.","Gain 1 stack of ""Photosynthesis Energy"" when hitting a target with Basic Attack V."
area,30,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0002.json,PrefabTextItem_411150217_Text,Area,Area
unlock,30,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0003.json,PrefabTextItem_3785861720_Text,Yêu Cầu Unlock,Unlock Requirement
final test,30,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0007.json,LevelPlay_213850000_ChildQuestTip_30_36,Bước vào Final Test,Proceed to the Final Test
investigation area,29,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0003.json,LevelPlay_229900000_ChallengeConditionMainText_229_3,Investigation Area 1,Investigation Area 1
male,29,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0009.json,Speaker_1006_Name,Giọng nói Elder (Male),Elder Male Voice
echo skill dmg,28,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8156_MonsterTips,"Hợp Kim Đe Dọa:
<color=highlight>Echo Skill DMG</color> tăng 20% mỗi khi <color=highlight>Echo Skill</color> được thi triển. Hiệu ứng này có thể cộng dồn tối đa 15 lần. **Cooldown** của <color=highlight>Echo Skill</color> thi triển trong vòng 8 giây sau <color=highlight>Resonance Liberation</color> sẽ giảm 100%.","Intimidating Alloy:
<color=highlight>Echo Skill DMG</color> is increased by 20% every time <color=highlight>Echo Skill</color> is cast. This effect can stack up to 15 times. The CD of <color=highlight>Echo Skills</color> cast within 8s after a <color=highlight>Resonance Liberation</color> is reduced by 100%."
resonance skill trong,28,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8167_MonsterTips,"Hợp Kim Nuốt Chửng:
Increase Crit. Rate và Crit. DMG của Resonance Skill trong một khoảng thời gian nhất định sau khi sử dụng <color=highlight>Echo Skill</color>. Hiệu ứng này có thể cộng dồn.
Đánh bại kẻ địch bằng <color=highlight>Resonance Skill</color> sẽ giảm Cooldown của Echo Skill và Resonance Skill của Resonator và phục hồi một lượng Concerto Energy nhất định.","Devouring Alloy:
Increase the Crit. Rate and Crit. DMG of Resonance Skill within a certain period after casting <color=highlight>Echo Skill</color>. This effect can be stacked.
Defeating an enemy with <color=highlight>Resonance Skill</color> reduces the Resonator's Echo Skill Cooldown and Resonance Skill Cooldown and regenerates a certain amount of"
true color,28,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_1460_Content,"Khi ở trong <color=Highlight>Kaleidoscopic Parade</color>, <color=Highlight>Basic Attack - Polychrome Leap</color> tiêu hao <color=Highlight>Lumiflow</color> và phục hồi <color=Highlight>True Color</color>. {Cus:Ipt,Touch=tap PC=press Gamepad=press} Normal Attack khi <color=Highlight>True Color</color> đạt tối đa để tung <color=Highlight>Basic Attack - Iridescent Splash</color> hoặc <color=Highlight>Basic Attack - Visual Impact</color>.","While in <color=Highlight>Kaleidoscopic Parade</color>, <color=Highlight>Basic Attack - Polychrome Leap</color> consumes <color=Highlight>Lumiflow</color> and restores <color=Highlight>True Color</color>. {Cus:Ipt,Touch=Tap PC=Press Gamepad=Press} Normal Attack at max <color=Highlight>True Color</color> to cast <color=Highlight>Basic Attack - Iride"
attack speed,28,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0224.json,TrapDefenseBd_Desc_2,Tactic Set tập trung vào kiểm soát hỏa lực bằng cách tăng Attack Speed và hiệu ứng Control.,A Tactic Set focused on fire suppression by boosting Attack Speed and Control effects.
the team,28,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,RogueResSynergyDesc_1001001_L1,"<color=Highlight>Activated upon having 3 Bond Members in the team</color>
Khi ở trạng thái Synergy Burst:
- Basic Attack hoặc Heavy Attack tiếp theo trúng mục tiêu, hoặc Dodge thành công kích hoạt Consecutive Punches, liên tục tấn công mục tiêu phía trước, gây Physical DMG bằng {1} ATK {0} times, được tính là Basic Attack DMG.
- Khi trúng mục tiêu bằng Basic Attack hoặc Heavy Attack hoặc thực hiện Dodge thành công, nhận thêm <SapTag=2>{2}</SapTag> {Cus:Sap,S=tầng P=tầng SapTag=2} Invisibility.","<color=Highlight>Activated upon having 3 Bond Members in the team</color>
When in Synergy Burst:
- The next Basic Attack or Heavy Attack hit, or a successful Dodge triggers Consecutive Punches, continuously striking the target ahead, dealing Physical DMG equal to {1} of ATK {0} times, considered Basic Attack DMG.
- When hitting a target with Basic "
enhanced attack,28,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term160803_Desc,"Tối đa {0} lượt.
Khi Phrolova không ở trên chiến trường, sử dụng <color=Highlight>Enhanced Attack - Hecate: Strings</color>, <color=Highlight>Enhanced Attack - Hecate: Winds</color> và <color=Highlight>Enhanced Attack - Hecate: Cadenza</color> sẽ nhận được <SapTag=1>{1}</SapTag> {Cus:Sap,S=lượt P=lượt} Aftersound.
Khi Phrolova rời khỏi trạng thái chiến đấu, tất cả lượt Aftersound sẽ bị xóa sau mỗi {2} giây.","Max {0} stacks.
When Phrolova is not on the field, casting <color=Highlight>Enhanced Attack - Hecate: Strings</color>, <color=Highlight>Enhanced Attack - Hecate: Winds</color>, and <color=Highlight>Enhanced Attack - Hecate: Cadenza</color> grants <SapTag=1>{1}</SapTag> {Cus:Sap,S=stack P=stacks SapTag=1} of Aftersound.
When Phrolova is out of comba"
