phrase,count,sample_file,sample_key,sample_translation,sample_source
lao,690,mistral_translate_work\split_by_prompt\json\ui\lang_detection\lang_detection__ui__part_0001.json,74,"Sinh Vật Biến Dị cỡ trung, tính khí hung dữ. Sống trên cạn, thường đi theo đàn, di chuyển và tấn công bằng cách lao tới, phân bố rộng. Mức độ nguy hiểm tương đối thấp.","A medium-sized Mutant Organism with a violent temperament. Terrestrial, mostly living in groups, good at running and rushing, widely distributed. Relatively low danger level."
em,679,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0014.json,Guide_LSJ_2_12,"Nó không còn thể trình diễn toàn bộ bản nhạc nữa. Ngay cả giọng hát của nó cũng có dấu hiệu ""méo mó""... Melody... nếu không có em, tôi phải sống sao đây?","It can no longer perform entire melodies. Even its voice shows signs of ""distortion""... Melody... without you, how am I supposed to live?"
kinh,676,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,52,Một đôi găng tay âm thanh với trọng lượng khủng khiếp và độ tin cậy tuyệt đối. Nó có thể giải phóng sức mạnh kinh hoàng đủ để dời núi trong tay những người sử dụng thành thạo.,A pair of sound gauntlets with a brutal weight and ultimate reliability. It can unleash huge power enough to move mountains in the hands of proficient users.
kho,662,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0010.json,InfoDisplay_102801003_Text,Bức ảnh chân thực này có thể gợi ý manh mối về kho báu ẩn quanh Whining Aix's Mire.,This authentic photograph might hint at a clue of treasures hidden around Whining Aix's Mire.
xung quanh,660,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0010.json,PrefabTextItem_3232038313_Text,Mọi thứ xung quanh lại thay đổi lần nữa... Lần này là Startorch Academy à?,Everything around you changes again... Startorch Academy this time?
khai,651,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0003.json,PrefabTextItem_2948974081_Text,Triển khai,Deploy
truy,645,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0003.json,PrefabTextItem_553723585_Text,Yêu cầu quyền truy cập,Permission required
bay,609,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0019.json,GuideFocusNew_1228_Content,"Nếu Imagination còn lại trên 100 sau khi sử dụng Plunging Attack được tăng cường, Roccia sẽ bay lên không trung và kích hoạt Beyond Imagination một lần nữa.","If the remaining Imagination is above 100 after casting the enhanced Plunging Attack, Roccia launches into mid-air and activates Beyond Imagination again."
ngon,604,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0015.json,Guide_YFSH_1_4,"Không đời nào! Nếu không bắt được một Echo ấn tượng, tôi sẽ lo lắng đến mức ăn không ngon, ngủ không yên.","No way! If I don't capture an impressive Echo, I'll be too anxious to even think about eating or sleeping."
chi,591,mistral_translate_work\split_by_prompt\json\ui\lang_detection\lang_detection__ui__part_0001.json,8,"Discord có ngoại hình giống con người, sở hữu chi trên chuyên biệt có thể sử dụng năng lượng dẫn điện để tấn công tầm xa. Theo lời nhân chứng, nó khá nguy hiểm.","Tacet Discord whose appearance resembles that of a human, has specialized upper limbs that can use conductive energy for long-range attacks. According to witnesses, and is somewhat dangerous."
attack,591,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0008.json,PrefabTextItem_3910592795_Text,Namipon hệ Attack,Attack-Type Namipon
chia,579,mistral_translate_work\split_by_prompt\json\ui\lang_influence\lang_influence__ui__part_0001.json,11,"Exile là tên gọi chung cho những cá nhân và tổ chức bị trục xuất khỏi thành phố, phạm tội và sống bằng nghề nhặt phế liệu. Họ không tuân theo bất kỳ quyền hạn pháp lý nào. Những cá nhân mạnh nhất trong mỗi băng nhóm sẽ có quyền ra lệnh. Tại Huanglong, họ tụ tập ở Thành Phố Hoang Phế. Họ bị chia thành 2 phe do khác biệt về niềm tin. Một trong những băng nhóm này khá thân thiện với người ngoài.","Exile is a name for all the individuals and organizations who was tossed out of the city and committed crime and scavenge for a living. They follow no jurisdiction. The most powerful individuals of each camp will have the right to give orders. In Huanglong, they gather in Wasted Metropolis. They're "
hoang,556,mistral_translate_work\split_by_prompt\json\ui\lang_accesspath\lang_accesspath__ui__part_0001.json,18,Rơi từ động vật hoang dã,Dropped by wild animals
cung,555,mistral_translate_work\split_by_prompt\json\ui\lang_map_mark\lang_map_mark__ui__part_0001.json,16,"Cửa hàng nhượng quyền vũ khí trực thuộc Bộ Phát triển, cung cấp dịch vụ bán vũ khí, tùy chỉnh và các dịch vụ liên quan.","Weapons franchise store under the Ministry of Development, providing weapon sales, customizations and related services."
binh,542,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,40,"Thanh kiếm được ban phước bởi nhiều chiến thắng khi đồng hành cùng các chiến binh. Vậy nên, mong chiến thắng sẽ luôn ở bên bạn.","A sword of recognized blessing since it accompanies multiple fighters' triumphs. So, may victory be with you."
quy,535,mistral_translate_work\split_by_prompt\json\ui\lang_function\lang_function__ui__part_0001.json,16,Trung tâm thí nghiệm ngầm quy mô lớn được xây dựng trước Thương Khốc. Giếng bên dưới đạt độ sâu tới ranh giới Moho. Những bí mật và tri thức chưa biết đang chờ đợ bạn tại đây.,Large-scale underground experiment center built before the Lament. The well below it attain the depth reaching the mohoroviic discontinuity. Secrets and unknown knowledge await you there.
mid-air attack,532,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8703_Tips,"Crash and Burn
Hiệu ứng mặc định: Tất cả thành viên trong đội tăng 50% ATK khi ở trên không và không thể bị hạ gục trong thử thách.
Hiệu ứng chính: Thực hiện Mid-air Attack sẽ triệu hồi Thiên Thạch, gây Fusion DMG bằng 300% ATK của Resonator. Hiệu ứng này có thể kích hoạt mỗi 3 giây.
Hiệu ứng tăng cường: Tất cả thành viên trong đội tăng 10% Crit. DMG mỗi giây khi ở trên không, cộng dồn tối đa 10 lần.
Hiệu ứng tối thượng: Thiên Thạch phát nổ khi trúng mục tiêu, gây Fusion DMG bằng 200% ATK của Resonator và tạo vùng lửa gây Fusion DMG bằng 380% ATK của Resonator.","Crash and Burn
Default Buff: All team members' ATK is increased by 50% while in mid-air and they cannot be downed during the challenge.
Primary Buff: Performing Mid-air Attack summons a Meteorite, dealing Fusion DMG equal to 300% of the Resonator's ATK. This effect can be triggered once every 3s.
En"
manh,523,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0010.json,InfoDisplay_102801003_Text,Bức ảnh chân thực này có thể gợi ý manh mối về kho báu ẩn quanh Whining Aix's Mire.,This authentic photograph might hint at a clue of treasures hidden around Whining Aix's Mire.
hy,519,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,106,"""Qua đêm dài, đến ngày thắng lợi."" Khắc trên khẩu súng không chỉ là lời thề của người bảo vệ, mà còn là hy vọng hồi sinh.","""Through the long night, triumph."" Inscribed on the pistol is not only oath of guard, but hope of rejuvenation."
intro skill,506,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8151_MonsterTips,"Breath Alloy:
Concerto Energy của Resonators <color=Wind>Aero</color> và <color=Light>Spectro</color> được phục hồi tự động
Khi Resonators <color=Wind>Aero</color> sử dụng Intro Skill, một cơn lốc sẽ được triệu hồi.
Khi Resonators <color=Light>Spectro</color> sử dụng Intro Skill, gây <color=Light>Spectro DMG</color> và đánh dấu kẻ địch trong phạm vi nhất định. Một vụ nổ sẽ được kích hoạt khi kẻ địch bị đánh dấu nhận sát thương, gây thêm sát thương.","Breath Alloy:
Concerto Energy of <color=Wind>Aero</color> and <color=Light>Spectro</color> Resonators is automatically restored
When <color=Wind>Aero</color> Resonators cast Intro Skills, a whirlwind will be summoned.
When <color=Light>Spectro</color> Resonators cast Intro Skills, deal <color=Light>"
quanh,503,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0011.json,FunctionCondition_10098_Desc,"Một phương tiện di chuyển đa địa hình nhẹ, đồng phát triển bởi Khoa Kỹ thuật Exostrider và Khoa Vật Chất Hư Không của Startorch Academy. Là công cụ không thể thiếu cho các chuyến thám hiểm thực địa, Học viện đã xây dựng các khóa học lái xe chuyên biệt và nhiều đường đua huấn luyện quanh khuôn viên để đáp ứng tinh thần phiêu lưu của sinh viên và giảng viên.","A lightweight, all-terrain vehicle co-developed by the Department of Exostrider Engineering and the Department of Voidmatters at Startorch Academy. Indispensable for field expeditions, the Academy has created specialized driving courses and multiple training tracks around the campus to cater to the "
vang,498,mistral_translate_work\split_by_prompt\json\weapon\lang_weapon\lang_weapon__weapon__part_0001.json,214,"Phiên bản cải tiến của nguyên mẫu Broadblade từ dự án vũ khí sản xuất hàng loạt thế hệ mới Huanglong. Với sức mạnh trào dâng và thấu kính được tinh luyện cao độ, thanh âm của nó chỉ có thể được vang lên bởi những người có ý chí sắt thép.","Improved version of a Broadblade prototype from the Huanglong next-gen mass production weaponry project. With surging power and highly purified lens, its sound is only played by the wise of steel-like will."
coi,498,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0010.json,InfoDisplay_10900005_Text,"Có vẻ như đám Hoochief trong hang đã quay về rừng rồi. Thôi thì, coi đây là khởi đầu mới cho cuộc sống tốt đẹp của chúng ta, hahaha!","Looks like the Hoochiefs in the cave went back to the forest. Well, let this place be our fresh start to the good life, hahaha!"
tung,498,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8165_MonsterTips,"Crescent Alloy:
Giảm Cooldown của <color=highlight>Echo Skill</color>. Khi bắt đầu và kết thúc <color=highlight>Echo Skill</color>, tung một Crescent Slash bên cạnh Echo đang hoạt động, gây Echo Skill DMG lên kẻ địch.
Đánh bại kẻ địch sẽ tăng ATK DMG và Echo Skill DMG cho tất cả thành viên trong đội.","Crescent Alloy:
Reduce <color=highlight>Echo Skill</color> Cooldown. At the beginning and end of an <color=highlight>Echo Skill</color>, cast a Crescent Slash beside the active Echo, dealing Echo Skill DMG to the enemy.
Defeating an enemy increases all party members' Attack DMG and Echo Skill DMG."
peaks of prestige,497,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0020.json,GuideFocusNew_20830_Content,"Duelist, chào mừng đến với Peaks of Prestige! Tôi sẽ hướng dẫn bạn các quy tắc cơ bản của trò chơi.","Duelist, welcome to the Peaks of Prestige! I'll be teaching you the basic rules of the game."
vai,476,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0012.json,InstanceDungeon_2502_DungeonDesc,"Huaxu Academy là trung tâm nghiên cứu khoa học của Jinzhou. Là một chi nhánh của Huaxu Academy Huanglong danh tiếng, nơi đây sở hữu truyền thống học thuật lâu đời và ưu tiên phát triển khoa học công nghệ. Nằm ở tiền tuyến chống lại Tacet Discord, học viện đóng vai trò quan trọng trong nỗ lực chiến tranh.","Huaxu Academy is Jinzhou's scientific research center. As a branch of the esteemed Huanglong Huaxu Academy, it boasts a rich academic legacy and prioritizes advancements in science and technology. Situated on the frontline against the Tacet Discords, it plays a crucial role in the ongoing war effort"
