en_source,vn_translate,loi_du_doan
Dagger with Markings,Dagger with Markings,C?n ti?ng Anh nghi v?n: Dagger; Markings; with | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Footnotes of Time - 91,Footnotes of Time - 91,C?n ti?ng Anh nghi v?n: Footnotes; of; Time | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Footnotes of Time - 92,Footnotes of Time - 92,C?n ti?ng Anh nghi v?n: Footnotes; of; Time | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Footnotes of Time - 93,Footnotes of Time - 93,C?n ti?ng Anh nghi v?n: Footnotes; of; Time | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Footnotes of Time - 94,Footnotes of Time - 94,C?n ti?ng Anh nghi v?n: Footnotes; of; Time | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Footnotes of Time - 95,Footnotes of Time - 95,C?n ti?ng Anh nghi v?n: Footnotes; of; Time | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Compressed Food Bar,Compressed Food Bar,C?n ti?ng Anh nghi v?n: Bar; Compressed; Food | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fallacy of No Return,Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度2节点2解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度2节点2解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度2节点3解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度2节点3解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度3节点2解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度3节点2解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度3节点3解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度3节点3解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度2节点2解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度2节点2解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度2节点3解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度2节点3解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度2节点2解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度2节点2解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度2节点3解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度2节点3解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度3节点2解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度3节点2解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度3节点3解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度3节点3解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度3节点2解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度3节点2解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度3节点3解锁} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度3节点3解锁} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度1点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度1点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度1点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度1点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度2点位2积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度2点位2积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度2点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度2点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度2点位2积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度2点位2积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度2点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度2点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度3点位2积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度3点位2积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度3点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度3点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度3点位2积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度3点位2积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度3点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度3点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度2点位2积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度2点位2积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度2点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度2点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度1点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度1点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 1,Challenge Charting Node 1,C?n ti?ng Anh nghi v?n: Challenge; Charting; Node | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 2 (Require {难度3点位2积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 2 (Cần {难度3点位2积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Challenge Charting Node 3 (Require {难度3点位3积分} Tactic Points),Mở khóa Nút Biểu Đồ Challenge 3 (Cần {难度3点位3积分} Tactic Points),C?n ti?ng Anh nghi v?n: Challenge; Points; Tactic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Drag Dwarf Cassowary to Transform Area,Kéo Dwarf Cassowary để Biến đổi Area,C?n ti?ng Anh nghi v?n: Area; Cassowary; Dwarf | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战3统计}/6,Perform 6 Dodge Counters: {挑战3统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reach Battle Rank SS,Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战3统计}/6,Perform 6 Dodge Counters: {挑战3统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reach Battle Rank SS,Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perfom 4 Intro Skills: {挑战3统计}/4,Perfom 4 Intro Skills: {挑战3统计}/4,C?n ti?ng Anh nghi v?n: Intro; Perfom; Skills | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reach Battle Rank SS,Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perfom 4 Intro Skills: {挑战3统计}/4,Perfom 4 Intro Skills: {挑战3统计}/4,C?n ti?ng Anh nghi v?n: Intro; Perfom; Skills | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战2统计}/6,Perform 6 Dodge Counters: {挑战2统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战2统计}/6,Perform 6 Dodge Counters: {挑战2统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Crash and Burn,Crash and Burn,C?n ti?ng Anh nghi v?n: and; Burn; Crash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Play It Safe,Play It Safe,C?n ti?ng Anh nghi v?n: It; Play; Safe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
DoT effect removed,DoT effect removed,C?n ti?ng Anh nghi v?n: DoT; effect; removed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
DoT effect removed,DoT effect removed,C?n ti?ng Anh nghi v?n: DoT; effect; removed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
DoT effect removed,DoT effect removed,C?n ti?ng Anh nghi v?n: DoT; effect; removed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
DoT effect inflicted,DoT effect inflicted,C?n ti?ng Anh nghi v?n: DoT; effect; inflicted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
DoT effect removed,DoT effect removed,C?n ti?ng Anh nghi v?n: DoT; effect; removed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reach Battle Rank SS,Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战3统计}/6,Perform 6 Dodge Counters: {挑战3统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reach Battle Rank SS,Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Perform 6 Dodge Counters: {挑战3统计}/6,Perform 6 Dodge Counters: {挑战3统计}/6,C?n ti?ng Anh nghi v?n: Counters; Dodge; Perform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Adventures in the Water City-Signor Octopus-Unlock Quest,Nhiệm Vụ Unlock - Signor Octopus,C?n ti?ng Anh nghi v?n: Octopus; Signor; Unlock | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reach Battle Rank SS,Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Reach Battle Rank SS,Đạt Battle Rank SS,C?n ti?ng Anh nghi v?n: Battle; Rank; SS | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Checkpoint: Crownless,Enter Checkpoint: Crownless,C?n ti?ng Anh nghi v?n: Checkpoint; Crownless; Enter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Checkpoint: Crownless,Enter Checkpoint: Crownless,C?n ti?ng Anh nghi v?n: Checkpoint; Crownless; Enter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Make your choice,Make your choice,C?n ti?ng Anh nghi v?n: choice; Make; your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Defeat Fallacy of No Return,Đánh bại Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Defeat Fallacy of No Return,Đánh bại Fallacy of Không Return,C?n ti?ng Anh nghi v?n: Fallacy; of; Return | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
An error occurred,An error occurred,C?n ti?ng Anh nghi v?n: An; error; occurred | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Return to Shashou Cafe,Return Shashou Cafe,C?n ti?ng Anh nghi v?n: Cafe; Return; Shashou | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
One lap left,One lap left,C?n ti?ng Anh nghi v?n: lap; left; One | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Clear Challenge Guarantee,Clear Challenge Guarantee,C?n ti?ng Anh nghi v?n: Challenge; Clear; Guarantee | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Recommanded GPA Level: 0-100,Recommanded GPA Level: 0-100,C?n ti?ng Anh nghi v?n: GPA; Level; Recommanded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Recommanded GPA Level: 100-200,Recommanded GPA Level: 100-200,C?n ti?ng Anh nghi v?n: GPA; Level; Recommanded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Recommanded GPA Level: 200-300,Recommanded GPA Level: 200-300,C?n ti?ng Anh nghi v?n: GPA; Level; Recommanded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Recommanded GPA Level: 300-400,Recommanded GPA Level: 300-400,C?n ti?ng Anh nghi v?n: GPA; Level; Recommanded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Recommanded GPA Level: 400-500,Recommanded GPA Level: 400-500,C?n ti?ng Anh nghi v?n: GPA; Level; Recommanded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Recommanded GPA Level: 500-600,Recommanded GPA Level: 500-600,C?n ti?ng Anh nghi v?n: GPA; Level; Recommanded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Recommanded GPA Level: 600-700,Recommanded GPA Level: 600-700,C?n ti?ng Anh nghi v?n: GPA; Level; Recommanded | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Objective Defense Challenge,Objective Defense Challenge,C?n ti?ng Anh nghi v?n: Challenge; Defense; Objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Objective Defense Challenge,Objective Defense Challenge,C?n ti?ng Anh nghi v?n: Challenge; Defense; Objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Objective Defense Challenge,Objective Defense Challenge,C?n ti?ng Anh nghi v?n: Challenge; Defense; Objective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Tough to Swallow,Tough to Swallow,C?n ti?ng Anh nghi v?n: Swallow; to; Tough | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Blurry Female Hologram,Blurry Female Hologram,C?n ti?ng Anh nghi v?n: Blurry; Female; Hologram | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old Lady's Mirage,Old Lady's Mirage,C?n ti?ng Anh nghi v?n: Lady's; Mirage; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old Man's Mirage,Old Man's Mirage,C?n ti?ng Anh nghi v?n: Man's; Mirage; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Big Bad Demon,Big Bad Demon,C?n ti?ng Anh nghi v?n: Bad; Big; Demon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Man with Camera [Camera Operator],Man with Camera [Camera Operator],C?n ti?ng Anh nghi v?n: Camera; Man; with | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Girl with Guitar [D],Girl with Guitar [D],C?n ti?ng Anh nghi v?n: Girl; Guitar; with | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fashion Styling Guide,Fashion Styling Guide,C?n ti?ng Anh nghi v?n: Fashion; Guide; Styling | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old-school Noble,Old-school Noble,C?n ti?ng Anh nghi v?n: Noble; Old; school | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"""Old Captain"" Davide","""Old Captain"" Davide",C?n ti?ng Anh nghi v?n: Captain; Davide; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Female Academy Student,Female Academy Student,C?n ti?ng Anh nghi v?n: Academy; Female; Student | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Female Academy Student,Female Academy Student,C?n ti?ng Anh nghi v?n: Academy; Female; Student | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Mall Guide Namipon,Mall Guide Namipon,C?n ti?ng Anh nghi v?n: Guide; Mall; Namipon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Mysterious Energy Traces,Mysterious Energy Traces,C?n ti?ng Anh nghi v?n: Energy; Mysterious; Traces | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old Man's Illusion,Old Man's Illusion,C?n ti?ng Anh nghi v?n: Illusion; Man's; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Kind Old Man,Kind Old Man,C?n ti?ng Anh nghi v?n: Kind; Man; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old Log Fragment,Old Log Fragment,C?n ti?ng Anh nghi v?n: Fragment; Log; Old | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Male - {PlayerName} (Smiling serenely),Male - {PlayerName} (Smiling serenely),C?n ti?ng Anh nghi v?n: Male; serenely; Smiling | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Female - {PlayerName} (Smiling serenely),Female - {PlayerName} (Smiling serenely),C?n ti?ng Anh nghi v?n: Female; serenely; Smiling | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Fed-up Student,Fed-up Student,C?n ti?ng Anh nghi v?n: Fed; Student; up | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Conference Hall's Security System,Conference Hall's Security Hệ thống,C?n ti?ng Anh nghi v?n: Conference; Hall's; Security | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Relay Station Guide,Relay Station Guide,C?n ti?ng Anh nghi v?n: Guide; Relay; Station | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Now-calm Outcast,Now-calm Outcast,C?n ti?ng Anh nghi v?n: calm; Now; Outcast | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Cursing from Upstairs,Cursing from Upstairs,C?n ti?ng Anh nghi v?n: Cursing; from; Upstairs | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Printer (Strange Male Voice),Printer (Strange Male Giọng nói),C?n ti?ng Anh nghi v?n: Male; Printer; Strange | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Printer (Soft Male Voice),Printer (Soft Male Giọng nói),C?n ti?ng Anh nghi v?n: Male; Printer; Soft | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Flower Shop Owner,Flower Shop Owner,C?n ti?ng Anh nghi v?n: Flower; Owner; Shop | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"""Senior Female Acolyte""","""Senior Female Acolyte""",C?n ti?ng Anh nghi v?n: Acolyte; Female; Senior | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Timid Female Customer,Timid Female Customer,C?n ti?ng Anh nghi v?n: Customer; Female; Timid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Solemn Old Man,Solemn Old Man,C?n ti?ng Anh nghi v?n: Man; Old; Solemn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Flight Test Invitation,Flight Test Invitation,C?n ti?ng Anh nghi v?n: Flight; Invitation; Test | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Brand-New Spear,Brand-New Spear,C?n ti?ng Anh nghi v?n: Brand; New; Spear | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Food Stall Owner,Food Stall Owner,C?n ti?ng Anh nghi v?n: Food; Owner; Stall | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Worried Tour Guide [Lighting Technician],Worried Tour Guide [Lighting Technician],C?n ti?ng Anh nghi v?n: Guide; Tour; Worried | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Off-Duty 9-to-5er [Stunt Double],Off-Duty 9-to-5er [Stunt Double],C?n ti?ng Anh nghi v?n: Duty; Off; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
