en_source,vn_translate,loi_du_doan
A Whispering Melody,A Whispering Melody,C?n ti?ng Anh nghi v?n: A; Melody; Whispering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Rice Dangos,Insufficient Rice Dangos,C?n ti?ng Anh nghi v?n: Dangos; Insufficient; Rice | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Book Namipon Shuttle,Book Namipon Shuttle,C?n ti?ng Anh nghi v?n: Book; Namipon; Shuttle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insufficient Shell Credits,Insufficient Shell Credits,C?n ti?ng Anh nghi v?n: Credits; Insufficient; Shell | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Apply Suggested Deck,Apply Suggested Deck,C?n ti?ng Anh nghi v?n: Apply; Deck; Suggested | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Honami Doom Walker,Honami Doom Walker,C?n ti?ng Anh nghi v?n: Doom; Honami; Walker | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fan Club Rescue,Fan Club Rescue,C?n ti?ng Anh nghi v?n: Club; Fan; Rescue | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fan Club Rescue,Fan Club Rescue,C?n ti?ng Anh nghi v?n: Club; Fan; Rescue | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fan Club Rescue,Fan Club Rescue,C?n ti?ng Anh nghi v?n: Club; Fan; Rescue | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fan Club Rescue,Fan Club Rescue,C?n ti?ng Anh nghi v?n: Club; Fan; Rescue | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fan Club Rescue,Fan Club Rescue,C?n ti?ng Anh nghi v?n: Club; Fan; Rescue | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fan Club Rescue,Fan Club Rescue,C?n ti?ng Anh nghi v?n: Club; Fan; Rescue | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
[Storyline] Regional Storyline Assets,[Storyline] Regional Storyline Assets,C?n ti?ng Anh nghi v?n: Assets; Regional; Storyline | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
LEE JOO EUN,LEE JOO EUN,C?n ti?ng Anh nghi v?n: EUN; JOO; LEE | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lee I Ro,Lee I Ro,C?n ti?ng Anh nghi v?n: I; Lee; Ro | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Red Hair Ribbon,Red Hair Ribbon,C?n ti?ng Anh nghi v?n: Hair; Red; Ribbon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Casket of Fate,Casket of Fate,C?n ti?ng Anh nghi v?n: Casket; Fate; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Noise-Cancelling Headset,Noise-Cancelling Headset,C?n ti?ng Anh nghi v?n: Cancelling; Headset; Noise | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: I,Supply Chest: I,C?n ti?ng Anh nghi v?n: Chest; I; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: II,Supply Chest: II,C?n ti?ng Anh nghi v?n: Chest; II; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Supply Chest: III,Supply Chest: III,C?n ti?ng Anh nghi v?n: Chest; III; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Heart Radio Channel,Heart Radio Channel,C?n ti?ng Anh nghi v?n: Channel; Heart; Radio | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Favorites Limit Reached,Favorites Limit Reached,C?n ti?ng Anh nghi v?n: Favorites; Limit; Reached | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike (Auto Parking),Motorbike (Auto Parking),C?n ti?ng Anh nghi v?n: Auto; Motorbike; Parking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Namipon Courier Rhombus x2,Namipon Courier Rhombus x2,C?n ti?ng Anh nghi v?n: Courier; Namipon; Rhombus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Namipon Courier Rhombus x4,Namipon Courier Rhombus x4,C?n ti?ng Anh nghi v?n: Courier; Namipon; Rhombus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Namipon Courier Hexagon x2,Namipon Courier Hexagon x2,C?n ti?ng Anh nghi v?n: Courier; Hexagon; Namipon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sales Champ Rhombus x2,Sales Champ Rhombus x2,C?n ti?ng Anh nghi v?n: Champ; Rhombus; Sales | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sales Champ Hexagon x2,Sales Champ Hexagon x2,C?n ti?ng Anh nghi v?n: Champ; Hexagon; Sales | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sales Champ Hexagon x4,Sales Champ Hexagon x4,C?n ti?ng Anh nghi v?n: Champ; Hexagon; Sales | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yakuza Namipon Hexagon x2,Yakuza Namipon Hexagon x2,C?n ti?ng Anh nghi v?n: Hexagon; Namipon; Yakuza | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yakuza Namipon Hexagon x4,Yakuza Namipon Hexagon x4,C?n ti?ng Anh nghi v?n: Hexagon; Namipon; Yakuza | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yakuza Namipon Hexagon x6,Yakuza Namipon Hexagon x6,C?n ti?ng Anh nghi v?n: Hexagon; Namipon; Yakuza | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bowtie Butler Hexagon x2,Bowtie Butler Hexagon x2,C?n ti?ng Anh nghi v?n: Bowtie; Butler; Hexagon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bowtie Butler Circle x2,Bowtie Butler Circle x2,C?n ti?ng Anh nghi v?n: Bowtie; Butler; Circle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bowtie Butler Rhombus x2,Bowtie Butler Rhombus x2,C?n ti?ng Anh nghi v?n: Bowtie; Butler; Rhombus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Platform Guardian Circle x2,Platform Guardian Circle x2,C?n ti?ng Anh nghi v?n: Circle; Guardian; Platform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Platform Guardian Circle x4,Platform Guardian Circle x4,C?n ti?ng Anh nghi v?n: Circle; Guardian; Platform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Platform Guardian Hexagon x2,Platform Guardian Hexagon x2,C?n ti?ng Anh nghi v?n: Guardian; Hexagon; Platform | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vacationer Namipon Circle x2,Vacationer Namipon Circle x2,C?n ti?ng Anh nghi v?n: Circle; Namipon; Vacationer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vacationer Namipon Circle x4,Vacationer Namipon Circle x4,C?n ti?ng Anh nghi v?n: Circle; Namipon; Vacationer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vacationer Namipon Circle x2,Vacationer Namipon Circle x2,C?n ti?ng Anh nghi v?n: Circle; Namipon; Vacationer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Current Expansion Modules,Current Expansion Modules,C?n ti?ng Anh nghi v?n: Current; Expansion; Modules | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Feilian Beringal,Nightmare: Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Transport Unit XE-01,Transport Unit XE-01,C?n ti?ng Anh nghi v?n: Transport; Unit; XE | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige,Peaks of Prestige,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike Modding Tasks,Motorbike Modding Tasks,C?n ti?ng Anh nghi v?n: Modding; Motorbike; Tasks | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Modding Points Progress,Modding Points Progress,C?n ti?ng Anh nghi v?n: Modding; Points; Progress | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Antivoid Off-Tuning Module,Antivoid Off-Tuning Mô-đun,C?n ti?ng Anh nghi v?n: Antivoid; Off; Tuning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Motorbike Ride Share,Motorbike Ride Share,C?n ti?ng Anh nghi v?n: Motorbike; Ride; Share | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
An Unexpected Opening,An Unexpected Opening,C?n ti?ng Anh nghi v?n: An; Opening; Unexpected | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
At Infinity's Edge,At Infinity's Edge,C?n ti?ng Anh nghi v?n: At; Edge; Infinity's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fully-Armed Motorbike,Fully-Armed Motorbike,C?n ti?ng Anh nghi v?n: Armed; Fully; Motorbike | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Matrix Visitor: Vigilante,Matrix Visitor: Vigilante,C?n ti?ng Anh nghi v?n: Matrix; Vigilante; Visitor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Matrix Visitor: Terminator,Matrix Visitor: Terminator,C?n ti?ng Anh nghi v?n: Matrix; Terminator; Visitor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Negative Positive Retiral,Negative Positive Retiral,C?n ti?ng Anh nghi v?n: Negative; Positive; Retiral | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Iron-Blooded Husk,Iron-Blooded Husk,C?n ti?ng Anh nghi v?n: Blooded; Husk; Iron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Flight Over Sand,Flight Over Sand,C?n ti?ng Anh nghi v?n: Flight; Over; Sand | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Footnotes on Force,Footnotes on Force,C?n ti?ng Anh nghi v?n: Footnotes; Force; on | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Concord in Dance,Concord in Dance,C?n ti?ng Anh nghi v?n: Concord; Dance; in | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"""Leg Power Bike""","""Leg Power Bike""",C?n ti?ng Anh nghi v?n: Bike; Leg; Power | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Novelty Rush I,Novelty Rush I,C?n ti?ng Anh nghi v?n: I; Novelty; Rush | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Full Attunement I,Full Attunement I,C?n ti?ng Anh nghi v?n: Attunement; Full; I | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Primal Instinct I,Primal Instinct I,C?n ti?ng Anh nghi v?n: I; Instinct; Primal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Novelty Rush II,Novelty Rush II,C?n ti?ng Anh nghi v?n: II; Novelty; Rush | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Full Attunement II,Full Attunement II,C?n ti?ng Anh nghi v?n: Attunement; Full; II | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Primal Instinct II,Primal Instinct II,C?n ti?ng Anh nghi v?n: II; Instinct; Primal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Novelty Rush III,Novelty Rush III,C?n ti?ng Anh nghi v?n: III; Novelty; Rush | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Full Attunement III,Full Attunement III,C?n ti?ng Anh nghi v?n: Attunement; Full; III | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Primal Instinct III,Primal Instinct III,C?n ti?ng Anh nghi v?n: III; Instinct; Primal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blade Reforged I,Blade Reforged I,C?n ti?ng Anh nghi v?n: Blade; I; Reforged | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Iuno's Tactics Unlocked,Iuno's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Iuno's; Tactics; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Chisa's Tactics Unlocked,Chisa's Tactics Unlocked,C?n ti?ng Anh nghi v?n: Chisa's; Tactics; Unlocked | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
