priority,phrase,count,sample_file,sample_key,sample_translation,sample_source
1,catch the rabbit,19,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0008.json,LevelPlay_165000004_InteractContent_165_2,Catch the rabbit,Catch the rabbit
1,event,19,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0007.json,DreamLinkWorldRun_3_Desc,"Nightmares đã xé toạc màn thực tại, gieo rắc hỗn loạn khắp thế gian. Chỉ còn mình ngươi có thể khôi phục trật tự đang sụp đổ, với ân huệ huyền bí Illusive Sprint nhận được từ con mèo trắng kỳ lạ.
<color=#c25757>Complete Nhiệm Vụ Chính ""When the Snow Clears"" to unlock the event.</color>","Nightmares have torn through the veil of reality, wreaking havoc across the world. It's down to you to restore the crumbling order to the land, with the mystic boon of Illusive Sprint received from the strange white cat.
<color=#c25757>Complete Main Quest ""When the Snow Clears"" to unlock the event.</color>"
1,every second,19,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Werouge_BuffDesc_2101,"Resonators Hỗ Trợ Giấc Mơ Hiện Tại: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Hãy sử dụng ít nhất một Resonators Hỗ Trợ Giấc Mơ để <color=#ffd12f>gain a 150% Point Bonus!</color>

Hiệu ứng Hỗ Trợ Giấc Mơ Hiện Tại:
- Tất cả Resonators trong đội <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Đánh trúng mục tiêu bằng Basic Attack sẽ nhận được 20 Năng Lượng Giấc Mơ. Hiệu ứng này có thể kích hoạt mỗi giây một lần. <color=#ffd12f>Casting Resonance Skill grants 50 Dreamscape Energy, and healing a Resonator with Resonance Skill grants another 50 Dreamscape Energy. This effect can be triggered once every 10s. Damaging a target affected by Spectro Frazzle grants 30 Dreamscape Energy. This effect can be triggered once every second.</color>
- Khi Năng Lượng Giấc Mơ đạt 500,","Current Dreamscape Aid Resonators: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Use at least one Dreamscape Aid Resonator to <color=#ffd12f>gain a 150% Point Bonus!</color>

Current Dreamscape Aid Effects:
- All Resonators in the team <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Hitting a target with Basic Attack grants 20 Dreamscape Energy. This effect can be triggered once every second. <color=#ffd12f>Casting Resonance Skill grants 50 Dreamscape Energy, and healing a"
1,ministry of development,19,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_favor\lang_favor__story_dialogue__part_0001.json,45,"Quyền Trưởng Ministry of Development, thừa hưởng bản tính ""sức mạnh Huyền Vũ"" điềm tĩnh, thoải mái, trông có vẻ lười biếng nhưng thực chất rất nghiêm túc và có trách nhiệm, nắm rõ từng chi tiết của Thiên Công, và thậm chí cả những công việc phức tạp cũng được xử lý một cách trật tự.","Acting Chief of Ministry of Development, inherited the ""power of the Xuanwu"" leisurely nature, relaxed, seemingly lazy, but in fact very serious and responsible, understanding every detail of Heavenly Work, and then the complicated affairs can also be handled in an orderly manner"
1,resonance rate,19,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_1481_Content,Kích hoạt Enhanced Sync Attack để tăng Resonance Rate,Launch Enhanced Sync Attack to increase Resonance Rate
1,the false sovereign,19,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,LevelPlay_318850000_GeneralFloatingTipMainText_318_5,Kẻ địch tiếp theo - <color=#f3d582>the False Sovereign</color> - đang tới gần,The next enemy <color=#f3d582>the False Sovereign</color> is approaching
1,air attack,18,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0060.json,ComboTeaching_11020301_IconText_1,Air Attack,Air Attack
1,and con by,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730032,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Lá bài này nhận 1 điểm Nạp Năng mỗi khi bạn Tái Cấu trúc một lá bài.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng {1} STR và CON cho tất cả Echoes của bạn trong 1 lượt.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
1,dreamscape energy,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Werouge_BuffDesc_2101,"Resonators Hỗ Trợ Giấc Mơ Hiện Tại: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Hãy sử dụng ít nhất một Resonators Hỗ Trợ Giấc Mơ để <color=#ffd12f>gain a 150% Point Bonus!</color>

Hiệu ứng Hỗ Trợ Giấc Mơ Hiện Tại:
- Tất cả Resonators trong đội <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Đánh trúng mục tiêu bằng Basic Attack sẽ nhận được 20 Năng Lượng Giấc Mơ. Hiệu ứng này có thể kích hoạt mỗi giây một lần. <color=#ffd12f>Casting Resonance Skill grants 50 Dreamscape Energy, and healing a Resonator with Resonance Skill grants another 50 Dreamscape Energy. This effect can be triggered once every 10s. Damaging a target affected by Spectro Frazzle grants 30 Dreamscape Energy. This effect can be triggered once every second.</color>
- Khi Năng Lượng Giấc Mơ đạt 500,","Current Dreamscape Aid Resonators: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Use at least one Dreamscape Aid Resonator to <color=#ffd12f>gain a 150% Point Bonus!</color>

Current Dreamscape Aid Effects:
- All Resonators in the team <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Hitting a target with Basic Attack grants 20 Dreamscape Energy. This effect can be triggered once every second. <color=#ffd12f>Casting Resonance Skill grants 50 Dreamscape Energy, and healing a"
1,echo skill dmg,18,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8156_MonsterTips,"Hợp Kim Đe Dọa:
<color=highlight>Echo Skill DMG</color> tăng 20% mỗi khi <color=highlight>Echo Skill</color> được thi triển. Hiệu ứng này có thể cộng dồn tối đa 15 lần. **Cooldown** của <color=highlight>Echo Skill</color> thi triển trong vòng 8 giây sau <color=highlight>Resonance Liberation</color> sẽ giảm 100%.","Intimidating Alloy:
<color=highlight>Echo Skill DMG</color> is increased by 20% every time <color=highlight>Echo Skill</color> is cast. This effect can stack up to 15 times. The CD of <color=highlight>Echo Skills</color> cast within 8s after a <color=highlight>Resonance Liberation</color> is reduced by 100%."
1,heart of virtue,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0003.json,Term850181_Desc,"Khi <color=Highlight>Fleurdelys</color> đang trong trạng thái <color=Highlight>Heart of Virtue</color> với <color=Highlight>Manifest</color>:
- <color=Highlight>Basic Attack - Fleurdelys Stage 4</color> sẽ tạo ra một trường lực để Kìm Hãm mục tiêu trong phạm vi.
- <color=Highlight>Fleurdelys's</color> tăng khả năng kháng gián đoạn.
- <color=Highlight>Heart of Virtue</color> sẽ bị loại bỏ khi <color=Highlight>Manifest</color> kết thúc.","When <color=Highlight>Fleurdelys</color> has <color=Highlight>Heart of Virtue</color> in <color=Highlight>Manifest</color>:
- <color=Highlight>Basic Attack - Fleurdelys Stage 4</color> will generate a force field to Stagnate the targets within the range.
- <color=Highlight>Fleurdelys's</color> resistance to interruption increases.
- <color=Highlight>Heart of Virtue</color> is removed when <color=Highlight>Manifest</color> ends."
1,increase one of,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730032,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Lá bài này nhận 1 điểm Nạp Năng mỗi khi bạn Tái Cấu trúc một lá bài.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng {1} STR và CON cho tất cả Echoes của bạn trong 1 lượt.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
1,male,18,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0014.json,Speaker_700168_Name,Male - {PlayerName} (Contemplating),Male - {PlayerName} (Contemplating)
1,mid-air heavy,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term150902_Desc,"Kích hoạt <color=Highlight>Basic Attack - Spark Collision</color> sẽ đưa Lynae vào trạng thái <color=Highlight>Kaleidoscopic Parade</color>. Trong trạng thái này, Lynae di chuyển nhanh hơn và liên tục hồi phục <color=Highlight>Lumiflow</color> khi di chuyển trên mặt đất hoặc sử dụng <color=Highlight>Kaleidoscopic Parade - Basic Attack</color>, <color=Highlight>Kaleidoscopic Parade - Ground Heavy Attack</color>, <color=Highlight>Kaleidoscopic Parade - Mid-air Heavy Attack</color>, <color=Highlight>Kaleidoscopic Parade - Mid-air Attack</color>, <color=Highlight>Additive Color</color>, Dodge, Intro Skill hoặc <color=Highlight>Basic Attack - To a Vivid Tomorrow!</color>.","Casting <color=Highlight>Basic Attack - Spark Collision</color> sends Lynae into <color=Highlight>Kaleidoscopic Parade</color>. In this state, Lynae moves faster and continuously recovers <color=Highlight>Lumiflow</color> when she moves on the ground or casts <color=Highlight>Kaleidoscopic Parade - Basic Attack</color>, <color=Highlight>Kaleidoscopic Parade - Ground Heavy Attack</color>, <color=Highlight>Kaleidoscopic Parade - Mid-air Heavy Attack</color>, <color=Highlight>Kaleidoscopic Parade -"
1,reconstructs a card,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730032,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Lá bài này nhận 1 điểm Nạp Năng mỗi khi bạn Tái Cấu trúc một lá bài.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng {1} STR và CON cho tất cả Echoes của bạn trong 1 lượt.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
1,synchronization rate,18,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0207.json,RoleSkillInput_1210_DescList_3,"Bản Duet Thần Thánh: khi <color=Highlight>Synchronization Rate</color> đạt 50%, {0}+{0}+{0}+{0}+{1}.","Seraphic Duet: when <color=Highlight>Synchronization Rate</color> reaches 50%, {0}+{0}+{0}+{0}+{1}."
1,ta-da,18,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0033.json,llbhy_3_5,"Vẻ mặt này... ta hiểu rồi... Vậy đây sẽ là trận chiến cuối cùng của ta sao? Nếu vậy, ngươi có thể giúp ta xem qua Ta-da yêu quý được không? Liệu nó có tìm được một mái ấm tốt không?","This expression. I see... So, this will be my final battle? If that's the case, could you please have a look at my dear Ta-da? Will it find a good home?"
1,td wave,18,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0006.json,LevelPlay_200750010_QuestScheduleSubTitle_34_6,TD wave: {当前波次}/{最大波次},TD wave: {当前波次}/{最大波次}
1,they gain no,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730032,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Lá bài này nhận 1 điểm Nạp Năng mỗi khi bạn Tái Cấu trúc một lá bài.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng {1} STR và CON cho tất cả Echoes của bạn trong 1 lượt.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
1,when your opponent,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730032,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Lá bài này nhận 1 điểm Nạp Năng mỗi khi bạn Tái Cấu trúc một lá bài.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng {1} STR và CON cho tất cả Echoes của bạn trong 1 lượt.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
