phrase,count,sample_file,sample_key,sample_translation,sample_source
increase one of,18,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730032,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Lá bài này nhận 1 điểm Nạp Năng mỗi khi bạn Tái Cấu trúc một lá bài.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng {1} STR và CON cho tất cả Echoes của bạn trong 1 lượt.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
synchronization rate,18,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0207.json,RoleSkillInput_1210_DescList_3,"Bản Duet Thần Thánh: khi <color=Highlight>Synchronization Rate</color> đạt 50%, {0}+{0}+{0}+{0}+{1}.","Seraphic Duet: when <color=Highlight>Synchronization Rate</color> reaches 50%, {0}+{0}+{0}+{0}+{1}."
chainsaw mode,17,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term150804_Desc,"Chisa có thể tích lũy tối đa {0} điểm <color=Highlight>Lifethread - Jetstream</color>. 
Chisa liên tục nhận được <color=Highlight>Lifethread - Jetstream</color> theo thời gian.
Chisa nhận được {1} điểm <color=Highlight>Lifethread - Jetstream</color> khi đánh bại mục tiêu. 
Thoát khỏi <color=Highlight>Chainsaw Mode</color> sẽ đặt lại <color=Highlight>Lifethread - Jetstream</color> về giới hạn tối đa.
Chisa không thể nhận <color=Highlight>Lifethread - Jetstream</color> một cách thụ động trong thời gian ngắn sau khi sử dụng <color=Highlight>Lifethread - Glide</color>.","Chisa can hold up to {0} points of <color=Highlight>Lifethread - Jetstream</color>. 
Chisa continuously obtains <color=Highlight>Lifethread - Jetstream</color> over time.
Chisa obtains {1} points of <color=Highlight>Lifethread - Jetstream</color> upon defeating a target. 
Exiting <color=Highlight>Chainsaw Mode</color> resets <color=Highlight>Lifethread - Jetstream</color> to the max limit.
Chisa cannot obtain <color=Highlight>Lifethread - Jetstream</color> passively for a short period of time af"
challenge charting node,17,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0001.json,LevelPlay_224750000_QuestScheduleSubTitle_224_51,Challenge Charting Node 1 (Cần {难度1节点1解锁} Tactic Points),Challenge Charting Node 1 (Require {难度1节点1解锁} Tactic Points)
tune break dmg,17,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term100001_Desc,"Khi <color=Highlight>Off-Tune Level</color> của mục tiêu đạt tối đa, mục tiêu sẽ rơi vào trạng thái <color=Highlight>Mistune</color>:
Resonators đang hoạt động trong đội có thể thực hiện <color=Highlight>Tune Break Skill</color> lên mục tiêu, gây sát thương và khiến mục tiêu thoát khỏi trạng thái <color=Highlight>Mistune</color>.
Nếu mục tiêu thuộc Class Phổ Thông, Resonators trong đội có thể trực tiếp gây <color=Highlight>Tune Break DMG</color> bằng một số kỹ năng thông thường khi tấn công. Mục tiêu sẽ thoát khỏi trạng thái <color=Highlight>Mistune</color> sau đó.","When the target's <color=Highlight>Off-Tune Level</color> is maxed, they enter the <color=Highlight>Mistune</color> state:
The active Resonator in the team may perform <color=Highlight>Tune Break Skill</color> on the target, dealing DMG and causing the target to leave the <color=Highlight>Mistune</color> state.
If the target is of the Common Class, Resonators in the team may directly deal <color=Highlight>Tune Break DMG</color> with some of their regular skills on hit. The target leaves the <col"
deploy an echo,16,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730032,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Lá bài này nhận 1 điểm Nạp Năng mỗi khi bạn Tái Cấu trúc một lá bài.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng {1} STR và CON cho tất cả Echoes của bạn trong 1 lượt.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
basic attack dmg,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0018.json,Skill_1002207_SkillDescribe,"<size=40><color=Title>Phantasmic Imprint</color></size>
Zhezhi có thể triệu hồi <color=Highlight>Phantasmic Imprints</color> bằng cách tiêu hao Afflatus khi sử dụng Resonance Skill <color=Highlight>Manifestation</color> hoặc Heavy Attack <color=Highlight>Conjuration</color>.
Tối đa 1 của mỗi loại <color=Highlight>Phantasmic Imprint - Left</color>, <color=Highlight>Phantasmic Imprint - Middle</color> và <color=Highlight>Phantasmic Imprint - Right</color> có thể tồn tại đồng thời, mỗi loại kéo dài trong {0}s.
<size=10></size>
<size=40><color=Title>Heavy Attack - Conjuration</color></size>
5 động tác dưới đây tiêu hao STA để thực hiện <color=Highlight>Conjuration</color> tấn công mục tiêu, gây <color=Ice>Glacio DMG</color>.
-Giữ <color=Highlight>Normal Attack button</color> ngay sau <color=Hi","<size=40><color=Title>Phantasmic Imprint</color></size>
Zhezhi may summon <color=Highlight>Phantasmic Imprints</color> at the cost of Afflatus when casting Resonance Skill <color=Highlight>Manifestation</color> or Heavy Attack <color=Highlight>Conjuration</color>.
Up to 1 of each of <color=Highlight>Phantasmic Imprint - Left</color>, <color=Highlight>Phantasmic Imprint - Middle</color>, and <color=Highlight>Phantasmic Imprint - Right</color> can exist at the same time, each lasting for {0}s.
<si"
leave challenge,15,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_939850001_QuestFailedGiveUp_939_1,Leave Challenge,Leave Challenge
resonance skill dmg,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0001.json,LevelPlay_200900008_LevelPlaySubInfoContent_200_8,"Khi Tích Lũy Cực Đại đạt tối đa, <color=highlight>Resonance Skill DMG</color> tăng 66%.","When Crescendo Impact reaches the max stacks, <color=highlight>Resonance Skill DMG</color> is increased by 66%."
inferno mode,14,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,Term850063_Desc,"Zani có thể chứa tối đa 100 Redundant Energy.
Nhận Redundant Energy khi Tấn Công Thường trúng mục tiêu.
Nhận Redundant Energy khi Intro Skill <color=Highlight>Immediate Execution</color> trúng mục tiêu.
Nhận Redundant Energy khi sử dụng Resonance Skill <color=Highlight>Tiêu Chuẩn Defense Protocol</color>.
Nhận Redundant Energy khi sử dụng Resonance Skill <color=Highlight>Pinpoint Strike</color>.
Không thể nhận Redundant Energy khi đang ở <color=Highlight>Inferno Mode</color>.","Zani can hold up to 100 Redundant Energy.
Obtain Redundant Energy when Normal Attacks hit a target.
Obtain Redundant Energy when Intro Skill <color=Highlight>Immediate Execution</color> hits a target.
Obtain Redundant Energy when casting Resonance Skill <color=Highlight>Standard Defense Protocol</color>.
Obtain Redundant Energy when casting Resonance Skill <color=Highlight>Pinpoint Strike</color>.
Cannot obtain Redundant Energy while in <color=Highlight>Inferno Mode</color>."
increased res,13,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0006.json,MapMark_5021_MarkDesc,"<color=Dark>[Havoc]</color>
Có <color=HighlightB>increased RES</color> đối với <color=Dark>Havoc DMG</color>
Một Discord thì thầm, sinh ra ngoài Gorges of Spirits. Nó hiện thân cho một chiến binh u ám, báo trước xung đột và đau khổ vĩnh cửu trong sự hiện diện đen tối của mình.","<color=Dark>[Havoc]</color>
Has <color=HighlightB>increased RES</color> to <color=Dark>Havoc DMG</color>
A Whisperin Tacet Discord that spawned outside the Gorges of Spirits. It embodies an ominous soldier, foretelling eternal conflict and suffering in its dark presence."
photosynthesis energy,13,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1055_Content,"Nhận 1 tầng ""Photosynthesis Energy"" khi đánh trúng mục tiêu bằng Basic Attack V.","Gain 1 stack of ""Photosynthesis Energy"" when hitting a target with Basic Attack V."
core skill,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,MonsterInfo_360000010_Desc,"<size=40><color=Title>Basic Attack</color></size>
Gây <color=Light>Spectro DMG</color> bằng {0} Attack của Resonator hiện tại.
<size=10> </size>
<size=40><color=Title>Core Skill</color></size>
Biến thành Khối Jinhsi và phóng Chùm Tia Light quét qua khu vực phía trước trong {2} giây, gây <color=Light>Spectro DMG</color> mỗi giây bằng {1} Attack của Resonator hiện tại. Cooldown chiêu: {6} giây.
- Khối Jinhsi có thể điều khiển hướng của Chùm Tia Light.
<size=10> </size>
<size=40><color=Title>Enhanced Effect</color></size>
Cấp Độ Skill Projectiles {4}: Số lượng Chùm Tia Light tăng thêm {5}.
Cấp Độ Thời Gian Kỹ Năng {3}: Thời gian kỹ năng tăng thêm {9} giây.","<size=40><color=Title>Basic Attack</color></size>
Deal <color=Light>Spectro DMG</color> equal to {0} of the active Resonator's ATK.
<size=10> </size>
<size=40><color=Title>Core Skill</color></size>
Transform into Jinhsi Cube and cast Light Beam to bombard the front area for {2}s, dealing <color=Light>Spectro DMG</color> equal to {1} of the active Resonator's ATK per second. Skill Cooldown: {6}s.
- Jinhsi Cube can control the direction of the Light Beam.
<size=10> </size>
<size=40><color=Title>En"
damage resistance,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_10101_Name,Ignore Attribute 1 Damage Resistance,Ignore Attribute 1 Damage Resistance
dmg amplification,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0013.json,RoleSkillInput_1412_SkillDescList_3,"Các Resonators trong đội hồi Phục Thanh Năng Sigrika khi sử dụng Skills Echo, từ đó giúp cô nhận được DMG Amplification đáng kể.","Resonators in the team restore Sigrika's Forte Gauge when they cast Echo Skills, which in turn grants her substantial DMG Amplification."
energy value,12,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_10089_Name,Attribute 1 Energy Value,Attribute 1 Energy Value
equip to use,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,ItemInfo_83100011_PassiveBuffDescription,"<size=40><color=Title>Equip to use Jinhsi Cube's ability</color></size>
Sử dụng Kỹ Năng Cốt Core để phóng Chùm Light bắn phá khu vực phía trước trong {2} giây, gây <color=Light>Spectro DMG</color> mỗi giây bằng {1} Tấn Công của Resonator kích hoạt. Cooldown chiêu: {6} giây.
<size=10> </size>
<size=40><color=Title>Effective Buffs</color></size>
[Tia Kỹ Năng] [Thời Gian Kỹ Năng]
<size=10> </size>
<size=40><color=Title>Enhanced Effect</color></size>
Cấp Độ Tia Kỹ Năng {4}: Số lượng Chùm Light tăng thêm {5}.
Cấp Độ Thời Gian Kỹ Năng {3}: Thời gian kỹ năng tăng thêm {9} giây.

<size=40><color=Title>Fun Fact</color></size>
Là Resonator của Sentinel Jué, Jinhsi được ban phước lành và chia sẻ vận may cho những người xung quanh. Ở gần cô ấy, có khi vận may sẽ mỉm cười với cậu đấy.","<size=40><color=Title>Equip to use Jinhsi Cube's ability</color></size>
Use Core Skill to cast Light Beam that bombards the front area for {2}s, dealing <color=Light>Spectro DMG</color> equal to {1} of the active Resonator's ATK per second. Skill Cooldown: {6}s.
<size=10> </size>
<size=40><color=Title>Effective Buffs</color></size>
[Skill Projectiles] [Skill Duration]
<size=10> </size>
<size=40><color=Title>Enhanced Effect</color></size>
Skill Projectiles Level {4}: The number of Light Beams is "
heavy attack dmg,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0013.json,InstanceDungeon_8157_MonsterTips,"Deafening Alloy:
<color=highlight>Echo Skill DMG</color> và <color=highlight>Heavy Attack DMG</color> tăng 20% khi <color=highlight>Echo Skill</color> được sử dụng. Hiệu ứng này cộng dồn tối đa 15 lần. <color=highlight>CD của Echo Skill</color> giảm 50% sau khi Resonators thực hiện <color=highlight>Heavy Attack</color>.","Deafening Alloy:
<color=highlight>Echo Skill DMG</color> and <color=highlight>Heavy Attack DMG</color> are increased by 20% when <color=highlight>Echo Skill</color> is cast. This effect stacks up to 15 times. <color=highlight>Echo Skill</color> CD is reduced by 50% after Resonators perform <color=highlight>Heavy Attacks</color>."
increase all your,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730033,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Thẻ này nhận 1 điểm Nạp Năng mỗi khi ngươi Tái Cấu Trúc thẻ.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng chỉ số Sức Mạnh và Thể Trạng của tất cả Resonator của ngươi thêm {1} trong 1 hiệp.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Recharge reaches {0} stacks, clear all stacks and increase all your Echoes' STR and CON by {1} for 1 round."
