severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
34.0,5,1.0,Actually; just; to; wanted; we,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0048.json,FGGQDJX_10_2,"Actually, we just wanted to—","Actually, we just wanted to—"
34.0,5,1.0,A; Be; Light; There; Will,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0067.json,Skill_1003307_SkillName,There Will Be A Light,There Will Be A Light
34.0,5,1.0,in; Node; not; reward; status,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0108.json,ErrorCode_ErrArtemisNodeNotRewardStatus_Text,Node not in reward status,Node not in reward status
34.0,5,1.0,Cascade; Down; Event; Stars; Where,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,AccessPath_866011_Description,"""Where Stars Cascade Down"" Event","""Where Stars Cascade Down"" Event"
34.0,5,1.0,Comes; From; Heart; This; Where,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0114.json,MotorSticker_89103055_Name,Where This Heart Comes From,Where This Heart Comes From
34.0,4,1.0,and; Event; Quest; Test,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,LongShanStage_Title05,Quest and Event Test,Quest and Event Test
33.0,8,1.0,E; I; R; S; Strange; TARD; Unit,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_750476_Name,Strange TARD-E Unit (I.R.I.S),Strange TARD-E Unit (I.R.I.S)
33.0,7,1.0,An; an; Dream; Eye; for; Patrol,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0041.json,MapMark_133006_MarkTitle,Dream Patrol: An Eye for an Eye,Dream Patrol: An Eye for an Eye
33.0,7,1.0,a; Family; If; Night; On; Rainy,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0084.json,QuestHandBook_101008_Name,If On a Rainy Night a Family,If On a Rainy Night a Family
33.0,6,1.0,Deliver; Logistics; Lollo; Promise; We,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,InfoDisplay_10900009_Title,"We Promise, We Deliver—Lollo Logistics","We Promise, We Deliver—Lollo Logistics"
33.0,4,1.0,Intro; Outro; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0061.json,Tutorial_1601_Title,Outro Skill & Intro Skill,Outro Skill & Intro Skill
33.0,4,1.0,Intro; Outro; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0061.json,Tutorial_3001401_Title,Outro Skill & Intro Skill,Outro Skill & Intro Skill
32.75,7,0.875,Adventures; Aria; City; in; Mummer; Unlock; Water,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_222900005_LevelPlayName_222_2,Adventures in the Water City - Aria Mummer - Nhiệm Vụ Unlock,Adventures in the Water City-Aria Mummer-Unlock Quest
32.75,7,0.875,a; Beneath; III; Lahai; Melting; Night; Sky,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0081.json,PlotType_138_TypeDescription,Chương III Lahai-Roi: Beneath a Melting Night Sky,Lahai-Roi Chapter III: Beneath a Melting Night Sky
32.75,7,0.875,A; Fall; Glory; I; Rating; Shall; With,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,RhythmTask_1007_Name,"Hoàn thành ""With Glory I Shall Fall"" ở độ khó Thường với Rating cao hơn A","Complete ""With Glory I Shall Fall"" on Normal with a Rating higher than A"
32.75,7,0.875,A; Across; and; Radiance; Rating; Sea; Sky,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,RhythmTask_1010_Name,"Hoàn thành ""Radiance Across Sea and Sky"" ở độ khó Thường với Rating cao hơn A","Complete ""Radiance Across Sea and Sky"" on Normal with a Rating higher than A"
32.75,7,0.875,Doth; II; III; Sing; Wept; What; Yesterday,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,Condition_13030001_Description,"Hoàn thành Chương II Hồi III ""What Yesterday Wept, Hôm nay Doth Sing"" của Nhiệm Vụ Chính","Complete Main Quest Chapter II Act III ""What Yesterday Wept, Today Doth Sing"""
32.75,7,0.875,Doth; II; III; Sing; Wept; What; Yesterday,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0107.json,Condition_13030028_Description,"Hoàn thành Chương II Hồi III ""What Yesterday Wept, Hôm nay Doth Sing"" Nhiệm Vụ Chính","Complete Main Quest Chapter II Act III ""What Yesterday Wept, Today Doth Sing"""
32.33,5,0.833,Attack; Basic; Movement; Skill; Speed,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30160_Attributes_0,Hiệu ứng Đặc biệt: Kích hoạt Resonance Skill sẽ tăng Sát Thương Basic Attack và Movement Speed.,Unique Effect: Casting Resonance Skill grants Basic Attack DMG Bonus and increases Movement Speed.
32.33,5,0.833,Attack; Basic; Movement; Skill; Speed,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30161_Attributes_0,Hiệu ứng Đặc biệt: Kích hoạt Resonance Skill sẽ tăng Sát Thương Basic Attack và Movement Speed.,Unique Effect: Casting Resonance Skill grants Basic Attack DMG Bonus and increases Movement Speed.
32.0,8,1.0,Cluster; Cyan; Feathered; Heron; Prism; Violet,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0001.json,LevelPlay_134750012_QuestScheduleSubTitle_134_2,Hạ gục Cluster Prism bằng Violet-Feathered Heron hoặc Cyan-Feathered Heron: {挑战2统计}/2,Defeat Cluster Prism using Violet-Feathered Heron or Cyan-Feathered Heron: {挑战2统计}/2
32.0,8,1.0,Blade; Cannon; Collapsar; Nebulous; Nova; Twin,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0064.json,GuideTutorial_32047_GroupName,Twin Nova: Collapsar Blade và Twin Nova: Nebulous Cannon,Twin Nova: Collapsar Blade and Twin Nova: Nebulous Cannon
32.0,8,1.0,Blade; Cannon; Collapsar; Nebulous; Nova; Twin,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0064.json,Tutorial_32047_Title,Twin Nova: Collapsar Blade và Twin Nova: Nebulous Cannon,Twin Nova: Collapsar Blade and Twin Nova: Nebulous Cannon
32.0,4,0.8,back; Go; start; to,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0026.json,LevelPlay_187750000_QuestFailedGiveUp_187_1,Go back to the start,Go back to the start
32.0,4,0.8,Attack; Basic; Cooldown; Energy,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30250_Attributes,"Hiệu ứng Đặc Biệt: Basic Attack hồi phục thêm <color=Highlight><SapTag=0>{0}</SapTag></color> {Cus:Sap,S=điểm P=điểm SapTag=0} Concerto Energy. Cooldown: <color=Highlight>{1}</color> giây.","Unique Effect: Basic Attack recovers <color=Highlight><SapTag=0>{0}</SapTag></color> more {Cus:Sap,S=point P=points SapTag=0} of Concerto Energy. Cooldown: <color=Highlight>{1}</color>s."
32.0,4,0.8,Attack; Basic; Cooldown; Energy,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30251_Attributes,Hiệu ứng Đặc biệt: Basic Attack phục hồi thêm <color=Highlight>{0}</color> điểm Concerto Energy. Cooldown: <color=Highlight>{1}</color> giây.,Unique Effect: Basic Attack recovers <color=Highlight>{0}</color> more points of Concerto Energy. Cooldown: <color=Highlight>{1}</color>s.
31.89,8,0.889,Art; Brutal; March; of; Packs; Precision; Stress,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0070.json,ConditionGroup_12900806_HintText,Hoàn thành March of Brutal Packs với Stress Mô-đun Art of Precision trang bị,Clear March of Brutal Packs with Stress Module Art of Precision equipped
31.89,8,0.889,Chromatic; Depths; Fantasy; Illusive; of; Realm; Specimen,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,ConsumptiveTaskTitle27,"Nhận tổng cộng 4.000 Illusive Specimen trong ""Depths of Illusive Realm: Chromatic Fantasy""","Obtain a total of 4,000 Illusive Specimen in ""Depths of Illusive Realm: Chromatic Fantasy"""
31.89,8,0.889,Chromatic; Depths; Fantasy; Illusive; of; Realm; Specimen,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,ConsumptiveTaskTitle28,"Nhận tổng cộng 6.000 Illusive Specimen trong ""Depths of Illusive Realm: Chromatic Fantasy""","Obtain a total of 6,000 Illusive Specimen in ""Depths of Illusive Realm: Chromatic Fantasy"""
31.78,7,0.778,A; Easy; Fall; Glory; I; Shall; With,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,RhythmLock_08_Desc,"Đạt Đánh giá cao hơn A ở độ khó Easy hoặc Thường trong ""With Glory I Shall Fall"" để mở khóa","Earn a Rating higher than A on Easy or Normal in ""With Glory I Shall Fall"" to unlock"
31.78,7,0.778,A; Across; and; Easy; Radiance; Sea; Sky,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0098.json,RhythmLock_11_Desc,"Đạt Đánh giá cao hơn A ở độ khó Easy hoặc Thường trong ""Radiance Across Sea and Sky"" để mở khóa","Earn a Rating higher than A on Easy or Normal in ""Radiance Across Sea and Sky"" to unlock"
31.56,5,0.556,Basic; Cooldown; Skill; Stability,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30280_Attributes,"Hiệu ứng Đặc biệt: Khi Độ Stability đạt trạng thái Nguy Kịch, Cooldown chiêu Resonance Skill sẽ giảm <color=Highlight>{0} giây</color> mỗi khi sử dụng Skill Basic, kích hoạt tối đa <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=1} mỗi giây.","Unique Effect: When Stability reaches Critical State, Resonance Skill Cooldown is reduced by <color=Highlight>{0}s</color> each time Basic Attack is cast, triggered <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=time P=times SapTag=1} per second."
31.0,7,1.0,Construct; Hologram; IV; Pain; Phantom; Sentry; Tactical,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0032.json,BattlePassTask_349_TaskName,Hoàn thành Tactical Hologram: Phantom Pain - Sentry Construct IV,Complete Tactical Hologram: Phantom Pain - Sentry Construct IV
31.0,7,1.0,Phrolova; Respawning; Sigrika; Torrents; Wastes; Waters; Whimpering,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0074.json,LongShanTask_33012_TaskName,Sử dụng Sigrika hoặc Phrolova để vượt ải Respawning Waters: Torrents tại Whimpering Wastes,Use Sigrika or Phrolova to clear Respawning Waters: Torrents in Whimpering Wastes
31.0,7,1.0,Augusta; Cartethyia; Respawning; Torrents; Wastes; Waters; Whimpering,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0074.json,LongShanTask_33013_TaskName,Sử dụng Augusta hoặc Cartethyia để vượt ải Respawning Waters: Torrents tại Whimpering Wastes,Use Augusta or Cartethyia to clear Respawning Waters: Torrents in Whimpering Wastes
31.0,7,1.0,Cube; Cubic; Cubie; n; of; Past; Scale,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0088.json,ConditionGroup_13030100_Description,"Hoàn thành Nhiệm Vụ Phụ ""Scale of Past"" và Nhiệm Vụ Sự Kiện ""Cube, Cubic n Cubie"" để mở khóa","Complete Side Quest ""Scale of Past"" to and Event Quest ""Cube, Cubic n Cubie"" to unlock"
31.0,7,1.0,Augusta; Carlotta; Respawning; Torrents; Wastes; Waters; Whimpering,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,LongShanTask_30010_TaskName,Dùng Augusta hoặc Carlotta để vượt Respawning Waters: Torrents tại Whimpering Wastes,Use Augusta or Carlotta to clear Respawning Waters: Torrents in Whimpering Wastes
31.0,7,1.0,Cartethyia; Respawning; Torrents; Wastes; Waters; Whimpering; Zani,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,LongShanTask_30011_TaskName,Dùng Cartethyia hoặc Zani để vượt Respawning Waters: Torrents tại Whimpering Wastes,Use Cartethyia or Zani to clear Respawning Waters: Torrents in Whimpering Wastes
31.0,7,1.0,Galbrena; Phrolova; Respawning; Torrents; Wastes; Waters; Whimpering,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0096.json,LongShanTask_30012_TaskName,Dùng Galbrena hoặc Phrolova để vượt Respawning Waters: Torrents tại Whimpering Wastes,Use Galbrena or Phrolova to clear Respawning Waters: Torrents in Whimpering Wastes
